Luxembourg, Exposure to risk (period 1x1)     Last modified: 19-Oct-2015, MPv5 (May07)

   Year      Age       Female          Male         Total
   1984       11         2007.50      2167.00      4174.50 
   1984       12         2176.49      2340.00      4516.49 
   1984       13         2346.00      2414.01      4760.01 
   1984       14         2398.00      2446.00      4844.00 
   1984       15         2435.50      2559.00      4994.50 
   1984       16         2538.00      2676.00      5214.00 
   1984       17         2631.00      2721.50      5352.50 
   1984       18         2746.00      2765.00      5511.00 
   1984       19         2780.02      2878.50      5658.52 
   1984       20         2837.01      2964.05      5801.06 
   1984       21         2958.51      2929.54      5888.04 
   1984       22         3040.00      2897.06      5937.06 
   1984       23         3053.01      2907.06      5960.07 
   1984       24         3028.51      2943.53      5972.03 
   1984       25         3054.01      3000.12      6054.13 
   1984       26         3053.52      3058.53      6112.05 
   1984       27         3066.00      3025.05      6091.05 
